"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1969/03/01","00:00","1.836","1.65","1.503","0.906","0.927","0.354","0.04","-0.359","0"
"1969/04/01","00:00","2.11","1.637","1.479","0.86","0.888","0.296","-0.033","-0.237","0"
"1969/05/01","00:00","2.201","1.692","1.482","0.848","0.885","0.29","-0.14","-0.481","0"
"1969/06/01","00:00","2.14","1.75","1.506","0.875","0.915","0.324","-0.152","-0.664","0"
"1969/07/01","00:00","2.14","1.811","1.57","0.912","0.936","0.302","-0.14","-0.664","0"
"1969/08/01","00:00","1.988","1.781","1.583","0.93","0.946","0.309","-0.027","-0.481","0"
"1969/09/01","00:00","NaN","1.75","1.589","0.958","0.976","0.363","0.022","NaN","11"
"1969/10/01","00:00","2.049","1.698","1.561","0.943","0.964","0.37","0.004","-0.237","0"
"1969/11/01","00:00","2.14","1.772","1.592","0.964","0.988","0.385","-0.03","-0.389","0"
"1969/12/01","00:00","2.232","1.83","1.601","0.979","1.007","0.409","-0.021","-0.511","0"
"1970/01/01","00:00","2.384","1.845","1.592","1.01","1.034","0.476","0.01","-0.603","0"
"1970/02/01","00:00","2.11","1.775","1.567","0.964","0.982","0.394","0.049","-0.511","0"
"1970/03/01","00:00","2.11","1.708","1.54","0.918","0.933","0.324","-0.005","-0.298","0"
"1970/04/01","00:00","1.775","1.534","1.394","0.751","0.769","0.147","-0.237","-0.511","0"
"1970/05/01","00:00","1.897","1.668","1.458","0.815","0.827","0.193","-0.21","-0.542","0"
"1970/06/01","00:00","2.018","1.735","1.485","0.842","0.866","0.248","-0.216","-0.572","0"
"1970/07/01","00:00","2.079","1.775","1.531","0.888","0.909","0.287","-0.161","-0.572","0"
"1970/08/01","00:00","2.079","1.735","1.528","0.891","0.903","0.281","-0.085","-0.45","0"
"1970/09/01","00:00","1.958","1.686","1.54","0.912","0.924","0.309","0.013","-0.237","0"
"1970/10/01","00:00","1.958","1.695","1.549","0.915","0.933","0.318","-0.021","-0.328","0"
"1970/11/01","00:00","2.201","1.79","1.583","0.949","0.97","0.354","-0.088","-0.542","0"
"1970/12/01","00:00","2.049","1.842","1.61","0.979","1.007","0.403","-0.075","-0.542","0"
"1971/01/01","00:00","1.988","1.738","1.5","0.879","0.894","0.287","-0.1","-0.572","0"
"1971/02/01","00:00","1.836","1.625","1.412","0.787","0.802","0.193","-0.158","-0.603","0"
"1971/03/01","00:00","1.866","1.567","1.388","0.741","0.76","0.129","-0.213","-0.42","0"
"1971/04/01","00:00","1.958","1.552","1.394","0.772","0.793","0.196","-0.185","-0.572","0"
"1971/05/01","00:00","1.988","1.628","1.439","0.815","0.836","0.232","-0.188","-0.572","0"
"1971/06/01","00:00","1.927","1.692","1.455","0.833","0.857","0.263","-0.167","-0.542","0"
"1971/07/01","00:00","1.958","1.735","1.488","0.875","0.897","0.306","-0.109","-0.542","0"
"1971/08/01","00:00","1.988","1.762","1.537","0.924","0.939","0.342","-0.015","-0.389","0"
"1971/09/01","00:00","1.958","1.741","1.577","0.952","0.967","0.357","0.043","-0.298","0"
"1971/10/01","00:00","2.049","1.686","1.552","0.894","0.909","0.266","-0.054","-0.268","0"
"1971/11/01","00:00","2.079","1.732","1.528","0.875","0.897","0.263","-0.143","-0.542","0"
"1971/12/01","00:00","2.171","1.811","1.54","0.879","0.897","0.254","-0.228","-0.633","0"
"1972/01/01","00:00","2.079","1.778","1.528","0.872","0.891","0.254","-0.161","-0.542","0"
"1972/02/01","00:00","1.897","1.723","1.525","0.891","0.909","0.293","-0.03","-0.359","0"
"1972/03/01","00:00","1.988","1.616","1.476","0.839","0.857","0.238","-0.033","-0.207","0"
"1972/04/01","00:00","2.018","1.613","1.455","0.818","0.839","0.223","-0.136","-0.481","0"
"1972/05/01","00:00","2.11","1.701","1.494","0.851","0.872","0.251","-0.182","-0.603","0"
"1972/06/01","00:00","2.14","1.805","1.573","0.912","0.936","0.296","-0.136","-0.664","0"
"1972/07/01","00:00","2.049","1.817","1.589","0.921","0.936","0.287","-0.079","-0.633","0"
"1972/08/01","00:00","2.11","1.851","1.625","0.973","0.982","0.339","0.022","-0.298","0"
"1972/09/01","00:00","2.049","1.796","1.628","0.97","0.991","0.357","0.043","-0.176","0"
"1972/10/01","00:00","2.201","1.826","1.695","1.034","1.052","0.409","0.083","-0.359","0"
"1972/11/01","00:00","2.232","1.878","1.68","1.028","1.037","0.391","0.019","-0.542","0"
"1972/12/01","00:00","2.293","1.921","1.674","1.037","1.043","0.415","-0.008","-0.572","0"
"1973/01/01","00:00","2.476","1.875","1.634","1.025","1.037","0.443","0.04","-0.359","0"
"1973/02/01","00:00","2.14","1.894","1.674","1.08","1.089","0.504","0.205","-0.298","0"
"1973/03/01","00:00","1.897","1.641","1.495","0.875","0.903","0.312","0.025","-0.298","0"
"1973/04/01","00:00","1.836","1.555","1.4","0.754","0.781","0.159","-0.152","-0.42","0"
"1973/05/01","00:00","2.171","1.701","1.482","0.821","0.839","0.196","-0.213","-0.572","0"
"1973/06/01","00:00","2.171","1.784","1.534","0.872","0.891","0.251","-0.188","-0.603","0"
"1973/07/01","00:00","2.11","1.769","1.534","0.869","0.885","0.238","-0.155","-0.603","0"
"1973/08/01","00:00","1.927","1.741","1.555","0.903","0.909","0.266","-0.018","-0.359","0"
"1973/09/01","00:00","1.775","1.656","1.506","0.86","0.872","0.238","-0.036","-0.207","0"
"1973/10/01","00:00","1.927","1.653","1.525","0.879","0.903","0.281","-0.057","-0.328","0"
"1973/11/01","00:00","2.079","1.68","1.5","0.86","0.885","0.272","-0.121","-0.511","0"
"1973/12/01","00:00","2.11","1.726","1.503","0.9","0.903","0.306","-0.097","-0.603","0"
"1974/01/01","00:00","2.232","1.802","1.555","0.964","0.976","0.397","0.062","-0.481","0"
"1974/02/01","00:00","1.958","1.683","1.485","0.851","0.86","0.232","-0.066","-0.542","0"
"1974/03/01","00:00","2.018","1.729","1.57","0.952","0.961","0.351","0.059","-0.359","0"
"1974/04/01","00:00","1.958","1.625","1.497","0.879","0.906","0.312","0.004","-0.328","0"
"1974/05/01","00:00","1.927","1.674","1.476","0.833","0.848","0.22","-0.136","-0.603","0"
"1974/06/01","00:00","2.14","1.781","1.546","0.897","0.912","0.278","-0.133","-0.511","0"
"1974/07/01","00:00","2.049","1.775","1.546","0.894","0.915","0.281","-0.103","-0.542","0"
"1974/08/01","00:00","1.988","1.732","1.546","0.915","0.921","0.296","-0.011","-0.42","0"
"1974/09/01","00:00","1.927","1.711","1.589","0.961","0.97","0.351","0.11","-0.085","0"
"1974/10/01","00:00","1.927","1.708","1.573","0.93","0.943","0.312","0.01","-0.268","0"
"1974/11/01","00:00","2.049","1.75","1.546","0.909","0.921","0.299","-0.094","-0.42","0"
"1974/12/01","00:00","2.232","1.775","1.537","0.879","0.894","0.251","-0.164","-0.572","0"
"1975/01/01","00:00","2.019","1.729","1.5","0.839","0.851","0.202","-0.149","-0.511","0"
"1975/02/01","00:00","1.958","1.723","1.528","0.9","0.906","0.284","0.007","-0.45","0"
"1975/03/01","00:00","1.927","1.695","1.546","0.897","0.921","0.299","0.025","-0.328","0"
"1975/04/01","00:00","1.988","1.619","1.485","0.863","0.875","0.263","-0.063","-0.511","0"
"1975/05/01","00:00","1.927","1.607","1.43","0.796","0.811","0.196","-0.176","-0.481","0"
"1975/06/01","00:00","1.958","1.723","1.503","0.86","0.891","0.275","-0.103","-0.45","0"
"1975/07/01","00:00","1.927","1.744","1.506","0.882","0.891","0.278","-0.057","-0.511","0"
"1975/08/01","00:00","1.988","1.735","1.534","0.9","0.906","0.281","-0.021","-0.45","0"
"1975/09/01","00:00","1.958","1.692","1.555","0.915","0.918","0.284","0.031","-0.206","0"
"1975/10/01","00:00","2.049","1.644","1.525","0.872","0.869","0.217","-0.045","-0.298","0"
"1975/11/01","00:00","2.049","1.68","1.482","0.818","0.833","0.181","-0.173","-0.572","0"
"1975/12/01","00:00","1.988","1.708","1.47","0.811","0.824","0.181","-0.219","-0.602","0"
"1976/01/01","00:00","1.988","1.756","1.525","0.851","0.866","0.205","-0.158","-0.511","0"
"1976/02/01","00:00","1.897","1.729","1.543","0.891","0.897","0.251","-0.005","-0.328","0"
"1976/03/01","00:00","1.927","1.567","1.442","0.793","0.799","0.153","-0.057","-0.359","0"
"1976/04/01","00:00","1.958","1.613","1.47","0.821","0.83","0.193","-0.097","-0.572","0"
"1976/05/01","00:00","2.08","1.674","1.485","0.827","0.842","0.202","-0.164","-0.572","0"
"1976/06/01","00:00","2.019","1.729","1.509","0.845","0.863","0.217","-0.152","-0.602","0"
"1976/07/01","00:00","1.988","1.86","1.647","0.979","0.991","0.336","0.016","-0.359","0"
"1976/08/01","00:00","1.988","1.82","1.631","0.97","0.976","0.321","0.074","-0.298","0"
"1976/09/01","00:00","2.049","1.784","1.647","0.985","0.994","0.345","0.107","-0.084","0"
"1976/10/01","00:00","2.141","1.711","1.604","0.952","0.961","0.318","0.043","-0.481","0"
"1976/11/01","00:00","2.171","1.793","1.613","0.943","0.952","0.293","-0.027","-0.481","0"
"1976/12/01","00:00","2.171","1.845","1.622","0.964","0.979","0.336","-0.021","-0.572","0"
"1977/01/01","00:00","2.08","1.814","1.583","0.924","0.933","0.284","-0.057","-0.511","1"
"1977/02/01","00:00","1.958","1.668","1.479","0.824","0.827","0.174","-0.1","-0.389","0"
"1977/03/01","00:00","1.775","1.497","1.375","0.726","0.729","0.083","-0.158","-0.359","0"
"1977/04/01","00:00","1.745","1.5","1.381","0.723","0.729","0.08","-0.179","-0.481","0"
"1977/05/01","00:00","1.988","1.628","1.439","0.769","0.775","0.113","-0.225","-0.633","0"
"1977/06/01","00:00","2.11","1.744","1.522","0.836","0.854","0.187","-0.194","-0.724","0"
"1977/07/01","00:00","2.019","1.753","1.531","0.851","0.866","0.199","-0.149","-0.541","0"
"1977/08/01","00:00","1.927","1.738","1.573","0.912","0.921","0.266","0.01","-0.267","1"
"1977/09/01","00:00","1.897","1.717","1.601","0.949","0.958","0.315","0.101","-0.054","1"
"1977/10/01","00:00","1.927","1.677","1.564","0.906","0.915","0.266","-0.008","-0.298","0"
"1977/11/01","00:00","2.08","1.711","1.549","0.885","0.897","0.245","-0.094","-0.541","0"
"1977/12/01","00:00","2.141","1.811","1.607","0.936","0.955","0.302","-0.054","-0.602","0"
"1978/01/01","00:00","2.415","1.906","1.692","1.064","1.074","0.452","0.159","-0.359","1"
"1978/02/01","00:00","2.385","1.82","1.625","0.994","1.003","0.382","0.126","-0.145","1"
"1978/03/01","00:00","2.232","1.775","1.656","1.003","1.031","0.409","0.177","-0.115","0"
"1978/04/01","00:00","2.049","1.683","1.58","0.93","0.939","0.302","0.04","-0.237","0"
"1978/05/01","00:00","1.988","1.665","1.5","0.86","0.872","0.245","-0.069","-0.542","0"
"1978/06/01","00:00","2.006","1.656","1.449","0.802","0.815","0.181","-0.176","-0.602","0"
"1978/07/01","00:00","2.11","1.741","1.525","0.872","0.885","0.248","-0.1","-0.511","0"
"1978/08/01","00:00","2.049","1.741","1.573","0.921","0.93","0.29","0.01","-0.389","0"
"1978/09/01","00:00","1.897","1.671","1.561","0.918","0.924","0.287","0.068","-0.176","0"
"1978/10/01","00:00","1.878","1.686","1.586","0.936","0.946","0.306","0.068","-0.115","0"
"1978/11/01","00:00","1.958","1.747","1.577","0.915","0.927","0.281","-0.048","-0.45","0"
"1978/12/01","00:00","2.141","1.756","1.537","0.86","0.875","0.214","-0.176","-0.541","0"
"1979/01/01","00:00","2.11","1.863","1.65","0.979","0.991","0.333","-0.005","-0.548","0"
"1979/02/01","00:00","1.97","1.753","1.57","0.93","0.933","0.299","0.043","-0.328","0"
"1979/03/01","00:00","2.095","1.677","1.549","0.915","0.921","0.29","0.074","-0.203","0"
"1979/04/01","00:00","1.836","1.558","1.449","0.811","0.821","0.196","-0.079","-0.359","1"
"1979/05/01","00:00","1.897","1.631","1.488","0.851","0.86","0.232","-0.097","-0.359","1"
"1979/06/01","00:00","1.976","1.692","1.488","0.842","0.851","0.214","-0.146","-0.435","0"
"1979/07/01","00:00","1.997","1.732","1.522","0.875","0.885","0.245","-0.072","-0.551","0"
"1979/08/01","00:00","2.031","1.735","1.54","0.903","0.903","0.269","-0.002","-0.456","0"
"1979/09/01","00:00","1.906","1.708","1.573","0.927","0.933","0.293","0.056","-0.319","0"
"1979/10/01","00:00","1.882","1.674","1.586","0.927","0.936","0.287","0.037","-0.16","0"
"1979/11/01","00:00","2.043","1.701","1.543","0.879","0.888","0.235","-0.066","-0.41","0"
"1979/12/01","00:00","2.171","1.834","1.606","0.941","0.952","0.297","-0.071","-0.472","0"
"1980/01/01","00:00","2.162","1.89","1.668","1.031","1.052","0.44","0.08","-0.298","0"
"1980/02/01","00:00","2.372","1.872","1.701","1.092","1.107","0.513","0.238","-0.115","0"
"1980/03/01","00:00","1.915","1.641","1.54","0.946","0.961","0.382","0.174","-0.292","0"
"1980/04/01","00:00","1.854","1.586","1.473","0.836","0.845","0.22","-0.033","-0.389","0"
"1980/05/01","00:00","1.991","1.662","1.494","0.854","0.866","0.238","-0.106","-0.517","0"
"1980/06/01","00:00","1.979","1.729","1.525","0.875","0.891","0.26","-0.124","-0.438","0"
"1980/07/01","00:00","2.04","1.759","1.555","0.894","0.909","0.263","-0.094","-0.441","0"
"1980/08/01","00:00","1.988","1.799","1.622","0.964","0.973","0.324","0.062","-0.267","0"
"1980/09/01","00:00","1.924","1.732","1.601","0.952","0.961","0.321","0.074","-0.139","0"
"1980/10/01","00:00","2.004","1.656","1.564","0.915","0.93","0.296","0.01","-0.353","0"
"1980/11/01","00:00","2.098","1.671","1.519","0.86","0.875","0.235","-0.1","-0.578","0"
"1980/12/01","00:00","2.11","1.778","1.57","0.924","0.936","0.306","-0.048","-0.545","0"
"1981/01/01","00:00","2.193","1.833","1.613","0.964","0.982","0.348","-0.024","-0.334","0"
"1981/02/01","00:00","1.876","1.72","1.537","0.894","0.9","0.266","-0.033","-0.386","0"
"1981/03/01","00:00","1.952","1.65","1.522","0.888","0.9","0.281","0.01","-0.267","0"
"1981/04/01","00:00","1.818","1.564","1.467","0.824","0.833","0.199","-0.1","-0.346","0"
"1981/05/01","00:00","2.037","1.68","1.506","0.845","0.857","0.208","-0.127","-0.596","0"
"1981/06/01","00:00","2.107","1.726","1.503","0.839","0.857","0.211","-0.191","-0.575","0"
"1981/07/01","00:00","2.101","1.811","1.583","0.915","0.93","0.278","-0.112","-0.526","0"
"1981/08/01","00:00","1.918","1.726","1.543","0.894","0.903","0.263","-0.048","-0.359","0"
"1981/09/01","00:00","1.799","1.671","1.543","0.9","0.909","0.275","0.037","-0.185","0"
"1981/10/01","00:00","1.903","1.671","1.564","0.918","0.933","0.306","0.019","-0.285","0"
"1981/11/01","00:00","2.26","1.772","1.61","0.958","0.979","0.348","-0.018","-0.34","0"
"1981/12/01","00:00","2.26","1.775","1.567","0.943","0.964","0.357","-0.048","-0.511","0"
"1982/01/01","00:00","2.193","1.787","1.567","0.955","0.976","0.388","0.031","-0.441","0"
"1982/02/01","00:00","2.052","1.75","1.558","0.936","0.952","0.345","0.034","-0.435","0"
"1982/03/01","00:00","2.028","1.769","1.622","1.006","1.024","0.426","0.164","-0.243","0"
"1982/04/01","00:00","1.985","1.671","1.558","0.955","0.979","0.4","0.092","-0.289","0"
"1982/05/01","00:00","2.159","1.723","1.567","0.939","0.961","0.354","0.01","-0.392","0"
"1982/06/01","00:00","2.199","1.784","1.58","0.943","0.964","0.348","-0.036","-0.487","0"
"1982/07/01","00:00","2.171","1.793","1.57","0.936","0.955","0.339","-0.051","-0.535","0"
"1982/08/01","00:00","2.098","1.793","1.604","0.967","0.982","0.36","0.01","-0.38","0"
"1982/09/01","00:00","2.08","1.817","1.686","1.052","1.068","0.449","0.165","-0.075","0"
"1982/10/01","00:00","1.949","1.756","1.662","1.022","1.034","0.403","0.129","-0.078","0"
"1982/11/01","00:00","2.43","1.936","1.784","1.135","1.156","0.528","0.162","-0.176","0"
"1982/12/01","00:00","2.336","1.951","1.729","1.074","1.104","0.476","0.034","-0.468","0"
"1983/01/01","00:00","2.64","2.046","1.817","1.162","1.189","0.562","0.159","-0.368","0"
"1983/02/01","00:00","2.396","2.003","1.799","1.214","1.241","0.68","0.379","-0.121","0"
"1983/03/01","00:00","2.354","1.9","1.759","1.189","1.217","0.674","0.421","-0.094","0"
"1983/04/01","00:00","2.082","1.759","1.631","1.04","1.064","0.498","0.19","-0.018","0"
"1983/05/01","00:00","2.015","1.769","1.601","1.003","1.034","0.467","0.089","-0.377","0"
"1983/06/01","00:00","2.15","1.854","1.65","1.031","1.064","0.479","0.059","-0.38","0"
"1983/07/01","00:00","2.238","1.906","1.683","1.064","1.089","0.494","0.11","-0.42","0"
"1983/08/01","00:00","2.29","1.918","1.705","1.083","1.098","0.491","0.162","-0.295","0"
"1983/09/01","00:00","2.278","1.945","1.79","1.162","1.177","0.565","0.248","-0.118","0"
"1983/10/01","00:00","2.122","1.83","1.714","1.08","1.092","0.473","0.15","-0.069","0"
"1983/11/01","00:00","2.137","1.89","1.714","1.064","1.089","0.461","0.11","-0.271","0"
"1983/12/01","00:00","2.637","1.936","1.686","1.058","1.089","0.494","0.071","-0.408","0"
"1984/01/01","00:00","2.165","1.851","1.622","1.003","1.034","0.449","0.037","-0.466","0"
"1984/02/01","00:00","2.076","1.747","1.549","0.927","0.943","0.333","-0.015","-0.533","0"
"1984/03/01","00:00","2.006","1.665","1.531","0.906","0.918","0.309","0.025","-0.295","0"
"1984/04/01","00:00","1.927","1.58","1.442","0.811","0.824","0.208","-0.103","-0.335","0"
"1984/05/01","00:00","1.967","1.674","1.482","0.836","0.86","0.241","-0.173","-0.524","0"
"1984/06/01","00:00","2.055","1.808","1.573","0.921","0.949","0.324","-0.13","-0.475","0"
"1984/07/01","00:00","2.113","1.906","1.674","1.016","1.037","0.403","-0.024","-0.402","0"
"1984/08/01","00:00","2.131","1.86","1.662","1.016","1.028","0.394","0.068","-0.271","0"
"1984/09/01","00:00","2.025","1.857","1.698","1.064","1.077","0.458","0.15","-0.106","0"
"1984/10/01","00:00","2.101","1.692","1.57","0.939","0.958","0.342","-0.008","-0.338","0"
"1984/11/01","00:00","2.229","1.802","1.634","0.991","1.013","0.391","-0.005","-0.42","0"
"1984/12/01","00:00","2.146","1.826","1.595","0.973","0.994","0.391","-0.033","-0.533","0"
"1985/01/01","00:00","2.196","1.805","1.558","0.933","0.952","0.345","-0.069","-0.444","0"
"1985/02/01","00:00","1.927","1.714","1.509","0.869","0.894","0.278","-0.106","-0.52","0"
"1985/03/01","00:00","1.924","1.604","1.461","0.83","0.845","0.226","-0.106","-0.41","0"
"1985/04/01","00:00","1.94","1.61","1.485","0.839","0.857","0.232","-0.136","-0.334","0"
"1985/05/01","00:00","2.004","1.656","1.467","0.811","0.833","0.199","-0.197","-0.572","0"
"1985/06/01","00:00","2.071","1.802","1.561","0.903","0.93","0.299","-0.161","-0.621","0"
"1985/07/01","00:00","2.082","1.826","1.577","0.921","0.949","0.321","-0.136","-0.581","0"
"1985/08/01","00:00","1.967","1.759","1.555","0.915","0.93","0.302","-0.072","-0.405","0"
"1985/09/01","00:00","2.006","1.759","1.619","0.979","0.994","0.37","0.077","-0.234","0"
"1985/10/01","00:00","2.073","1.705","1.561","0.93","0.952","0.339","-0.005","-0.292","0"
"1985/11/01","00:00","2.153","1.747","1.558","0.915","0.943","0.327","-0.106","-0.585","0"
"1985/12/01","00:00","2.14","1.784","1.555","0.912","0.939","0.324","-0.146","-0.697","0"
"1986/01/01","00:00","2.137","1.842","1.604","0.955","0.979","0.354","-0.06","-0.627","0"
"1986/02/01","00:00","2.082","1.89","1.677","1.089","1.11","0.543","0.19","-0.435","0"
"1986/03/01","00:00","2.101","1.793","1.622","1.037","1.068","0.513","0.184","-0.14","0"
"1986/04/01","00:00","1.964","1.656","1.519","0.894","0.924","0.33","-0.042","-0.508","0"
"1986/05/01","00:00","2.116","1.689","1.516","0.869","0.894","0.272","-0.146","-0.624","0"
"1986/06/01","00:00","2.168","1.762","1.528","0.885","0.912","0.296","-0.146","-0.652","0"
"1986/07/01","00:00","2.171","1.83","1.586","0.952","0.976","0.366","-0.066","-0.566","0"
"1986/08/01","00:00","2.079","1.814","1.604","0.967","0.991","0.376","-0.011","-0.45","0"
"1986/09/01","00:00","1.897","1.772","1.619","0.985","1.007","0.391","0.062","-0.246","0"
"1986/10/01","00:00","1.973","1.732","1.61","0.97","0.991","0.373","0.049","-0.143","0"
"1986/11/01","00:00","2.162","1.799","1.601","0.952","0.976","0.351","-0.066","-0.426","0"
"1986/12/01","00:00","2.271","1.918","1.671","0.991","1.025","0.379","-0.1","-0.609","0"
"1987/01/01","00:00","2.201","1.82","1.564","0.897","0.921","0.278","-0.176","-0.612","0"
"1987/02/01","00:00","2.079","1.802","1.589","0.949","0.967","0.345","-0.015","-0.438","0"
"1987/03/01","00:00","1.982","1.692","1.54","0.9","0.912","0.287","-0.015","-0.386","0"
"1987/04/01","00:00","1.894","1.613","1.458","0.821","0.845","0.232","-0.146","-0.396","0"
"1987/05/01","00:00","2.195","1.778","1.577","0.927","0.961","0.348","-0.1","-0.356","0"
"1987/06/01","00:00","2.134","1.772","1.54","0.894","0.924","0.309","-0.164","-0.594","0"
"1987/07/01","00:00","2.238","1.836","1.601","0.955","0.976","0.354","-0.06","-0.551","0"
"1987/08/01","00:00","2.229","1.866","1.641","1.007","1.022","0.4","0.059","-0.396","0"
"1987/09/01","00:00","2.058","1.799","1.622","0.979","1.003","0.382","0.037","-0.313","0"
"1987/10/01","00:00","2.009","1.769","1.625","0.979","1.003","0.382","0.013","-0.258","0"
"1987/11/01","00:00","2.11","1.826","1.631","0.973","0.997","0.363","-0.03","-0.426","0"
"1987/12/01","00:00","2.25","1.887","1.622","0.961","0.991","0.357","-0.109","-0.661","0"
"1988/01/01","00:00","2.399","1.826","1.564","0.909","0.939","0.315","-0.136","-0.749","0"
"1988/02/01","00:00","2.095","1.787","1.577","0.933","0.955","0.336","-0.03","-0.478","0"
"1988/03/01","00:00","1.936","1.659","1.513","0.872","0.894","0.275","-0.042","-0.295","0"
"1988/04/01","00:00","1.994","1.689","1.531","0.891","0.912","0.293","-0.048","-0.374","0"
"1988/05/01","00:00","1.948","1.695","1.479","0.827","0.857","0.235","-0.207","-0.49","0"
"1988/06/01","00:00","2","1.714","1.461","0.802","0.836","0.211","-0.261","-0.649","0"
"1988/07/01","00:00","2.086","1.805","1.555","0.888","0.915","0.275","-0.164","-0.572","0"
"1988/08/01","00:00","2","1.775","1.577","0.912","0.933","0.293","-0.033","-0.402","0"
"1988/09/01","00:00","1.909","1.741","1.57","0.93","0.946","0.318","-0.005","-0.283","0"
"1988/10/01","00:00","2.07","1.698","1.558","0.918","0.943","0.324","-0.051","-0.371","0"
"1988/11/01","00:00","2.143","1.692","1.503","0.854","0.882","0.263","-0.164","-0.505","0"
"1988/12/01","00:00","2.146","1.738","1.491","0.848","0.879","0.263","-0.17","-0.536","0"
"1989/01/01","00:00","2.003","1.701","1.442","0.802","0.824","0.205","-0.204","-0.697","0"
"1989/02/01","00:00","1.976","1.689","1.47","0.818","0.842","0.214","-0.164","-0.572","0"
"1989/03/01","00:00","2.031","1.68","1.513","0.879","0.897","0.281","-0.057","-0.46","0"
"1989/04/01","00:00","2.034","1.644","1.506","0.86","0.885","0.26","-0.121","-0.35","0"
"1989/05/01","00:00","2.101","1.726","1.513","0.857","0.882","0.254","-0.155","-0.484","0"
"1989/06/01","00:00","2.156","1.814","1.561","0.906","0.933","0.306","-0.161","-0.533","0"
"1989/07/01","00:00","2.043","1.826","1.577","0.924","0.949","0.321","-0.127","-0.521","0"
"1989/08/01","00:00","2.043","1.82","1.622","0.985","0.997","0.376","0.019","-0.347","0"
"1989/09/01","00:00","2.082","1.778","1.628","0.994","1.01","0.391","0.104","-0.121","0"
"1989/10/01","00:00","2.079","1.735","1.577","0.936","0.961","0.345","-0.005","-0.411","0"
"1989/11/01","00:00","2.165","1.79","1.586","0.936","0.964","0.342","-0.088","-0.566","0"
"1989/12/01","00:00","2.211","1.857","1.619","0.967","0.997","0.376","-0.088","-0.539","0"
"1990/01/01","00:00","2.186","1.826","1.586","0.933","0.952","0.318","-0.079","-0.554","0"
"1990/02/01","00:00","1.906","1.741","1.525","0.879","0.897","0.266","-0.06","-0.533","0"
"1990/03/01","00:00","1.976","1.671","1.494","0.848","0.866","0.241","-0.094","-0.295","0"
"1990/04/01","00:00","2.031","1.698","1.549","0.897","0.921","0.296","-0.085","-0.581","0"
"1990/05/01","00:00","2.092","1.729","1.546","0.891","0.912","0.278","-0.133","-0.655","0"
"1990/06/01","00:00","2.247","1.79","1.546","0.894","0.918","0.29","-0.133","-0.563","0"
"1990/07/01","00:00","2.162","1.848","1.601","0.967","0.988","0.376","-0.024","-0.426","0"
"1990/08/01","00:00","2.012","1.83","1.622","0.994","1.016","0.409","0.062","-0.292","0"
"1990/09/01","00:00","1.973","1.787","1.634","1","1.022","0.406","0.101","-0.133","0"
"1990/10/01","00:00","2.101","1.738","1.601","0.952","0.973","0.345","0.034","-0.213","0"
"1990/11/01","00:00","2.086","1.769","1.564","0.903","0.927","0.287","-0.121","-0.53","0"
"1990/12/01","00:00","2.104","1.83","1.577","0.897","0.924","0.275","-0.188","-0.706","0"
"1991/01/01","00:00","2.122","1.808","1.558","0.885","0.906","0.254","-0.158","-0.63","0"
"1991/02/01","00:00","2.107","1.784","1.57","0.933","0.949","0.324","0.007","-0.328","0"
"1991/03/01","00:00","2.046","1.741","1.589","0.936","0.955","0.321","0.049","-0.155","0"
"1991/04/01","00:00","1.897","1.583","1.418","0.775","0.796","0.177","-0.173","-0.45","0"
"1991/05/01","00:00","1.954","1.628","1.427","0.787","0.811","0.196","-0.228","-0.642","0"
"1991/06/01","00:00","2.174","1.781","1.546","0.891","0.918","0.293","-0.143","-0.612","0"
"1991/07/01","00:00","2.159","1.826","1.598","0.949","0.967","0.339","-0.039","-0.554","0"
"1991/08/01","00:00","2.14","1.814","1.595","0.952","0.964","0.333","0.031","-0.377","0"
"1991/09/01","00:00","1.985","1.805","1.634","0.988","1.003","0.373","0.068","-0.207","0"
"1991/10/01","00:00","2.086","1.781","1.644","0.997","1.016","0.391","0.043","-0.319","0"
"1991/11/01","00:00","2.082","1.781","1.58","0.918","0.939","0.299","-0.069","-0.521","0"
"1991/12/01","00:00","2.156","1.89","1.637","0.976","0.994","0.351","-0.063","-0.591","0"
"1992/01/01","00:00","2.22","1.897","1.653","0.988","1.013","0.373","-0.018","-0.475","0"
"1992/02/01","00:00","2.275","1.967","1.762","1.116","1.135","0.51","0.205","-0.249","0"
"1992/03/01","00:00","2.153","1.872","1.735","1.095","1.11","0.482","0.217","-0.066","0"
"1992/04/01","00:00","1.973","1.735","1.583","0.943","0.958","0.333","0.031","-0.332","0"
"1992/05/01","00:00","2.125","1.82","1.61","0.955","0.976","0.342","-0.045","-0.322","0"
"1992/06/01","00:00","2.168","1.854","1.613","0.955","0.976","0.339","-0.082","-0.429","0"
"1992/07/01","00:00","2.137","1.887","1.647","0.979","0.997","0.345","-0.03","-0.453","0"
"1992/08/01","00:00","2.022","1.839","1.653","0.997","1.003","0.354","0.089","-0.246","0"
"1992/09/01","00:00","1.991","1.784","1.631","0.985","0.997","0.363","0.101","-0.13","0"
"1992/10/01","00:00","2.128","1.796","1.665","1.019","1.037","0.409","0.086","-0.24","0"
"1992/11/01","00:00","2.143","1.793","1.616","0.964","0.985","0.354","-0.018","-0.341","0"
"1992/12/01","00:00","2.238","1.878","1.644","1","1.019","0.397","0.025","-0.447","0"
